City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,al wasitah,29.3378,31.2056,19.31,59,0,3.07,EG,1715480457
362,robore,-18.3333,-59.75,23.91,51,0,1.83,BO,1715480457
363,runing,33.0011,114.3542,26.33,31,100,2.34,CN,1715480457
364,aykhal,66.0,111.5,-4.02,92,100,10.03,RU,1715480458
365,levuka,50.1834,-105.4011,18.9,40,81,6.47,CA,1715480458
366,luba,3.4568,8.5547,26.94,86,98,3.78,GQ,1715480458
367,zaragoza,41.6561,-0.8773,18.34,59,0,1.34,ES,1715480458
368,ermoupolis,37.4423,24.9425,17.39,55,98,5.66,GR,1715480458
369,quellon,-43.1167,-73.6167,5.01,80,7,2.49,CL,1715480459
370,barra de santo antonio,-9.4047,-35.5072,24.6,86,99,1.69,BR,1715480459
371,shivpuri,25.4333,77.65,32.1,29,97,2.32,IN,1715480459
372,ola,59.5833,151.2833,0.63,85,100,3.19,RU,1715480459
373,mbeni,-11.5014,43.3775,24.35,74,90,3.23,KM,1715480460
374,hadibu,12.65,54.0333,27.97,77,29,0.7,YE,1715480460
375,cidreira,-30.1811,-50.2056,20.4,94,100,4.15,BR,1715480460
376,kez,57.8979,53.7152,-1.65,96,69,3.41,RU,1715480460
377,gambiran satu,-8.3939,114.1464,28.91,71,80,1.95,ID,1715480460
378,kingston,17.997,-76.7936,26.02,87,100,0.24,JM,1715480461
379,port augusta,-32.5,137.7667,18.99,57,0,4.0,AU,1715480461
380,akrehamn,59.2667,5.1833,9.67,93,63,3.09,NO,1715480461
381,puerto baquerizo moreno,-0.9,-89.6,23.29,84,100,3.98,EC,1715480461
382,uberlandia,-18.9186,-48.2772,22.56,60,0,0.51,BR,1715480462
383,cedeira,43.6797,-8.0209,14.35,74,67,3.83,ES,1715480462
384,pangai,-19.8,-174.35,25.03,63,94,8.47,TO,1715480462
385,pendleton,45.6721,-118.7886,29.78,42,0,3.6,US,1715480462
386,broken hill,-31.95,141.4333,16.25,67,54,6.61,AU,1715480311
387,kyzyl,51.7,94.45,17.79,53,100,2.68,RU,1715480463
388,manta,-0.95,-80.7333,26.88,78,75,5.14,EC,1715480457
389,felipe carrillo puerto,19.5833,-88.05,26.57,81,100,2.39,MX,1715480463
390,hultsfred,57.4882,15.8436,6.73,81,43,1.55,SE,1715480463
391,port blair,11.6667,92.75,28.02,83,40,1.03,IN,1715480464
392,ceeldheer,3.8488,47.1806,27.07,83,13,4.74,SO,1715480464
393,grivita,44.7333,27.2833,13.63,80,99,6.58,RO,1715480464
394,ust-tsilma,65.441,52.1498,-2.99,94,100,2.24,RU,1715480464
395,kilembe,0.2,30.0,16.29,78,76,2.15,UG,1715480465
396,junction city,39.0286,-96.8314,21.92,51,0,2.06,US,1715480465
397,dhankuta,26.9833,87.3333,20.2,74,100,0.68,NP,1715480465
398,howrah,22.5892,88.3103,27.0,83,40,2.57,IN,1715480465
399,mo i rana,66.3128,14.1428,5.74,91,100,0.0,NO,1715480466
400,siler city,35.7235,-79.4622,17.54,79,77,1.84,US,1715480466
401,labasa,-16.4167,179.3833,26.44,59,100,5.38,FJ,1715480466
402,ikalamavony,-21.15,46.5833,15.41,88,100,2.23,MG,1715480466
403,steinau an der strasse,50.314,9.4634,13.07,92,8,2.18,DE,1715480466
404,ulsteinvik,62.3432,5.8487,12.17,79,100,2.64,NO,1715480467
405,papao,-17.75,-149.55,29.82,75,0,5.76,PF,1715480467
406,nelson bay,-32.7167,152.15,20.0,87,90,0.89,AU,1715480467
407,palapag,12.5458,125.1147,32.07,60,96,4.37,PH,1715480467
408,mirny,62.5353,113.9611,-0.43,74,100,3.58,RU,1715480467
409,zhumysker,49.3333,49.4,13.33,53,100,3.75,KZ,1715480468
410,palikir - national government center,6.9248,158.1611,31.47,74,100,6.69,FM,1715480468
411,namie,37.4833,141.0,24.43,57,100,0.45,JP,1715480468
412,rome,34.257,-85.1647,19.02,73,0,2.06,US,1715480238
413,tralee,52.2704,-9.7026,11.76,91,100,0.4,IE,1715480468
414,east ballina,-28.8667,153.5833,20.44,76,91,3.92,AU,1715480469
415,howard springs,-12.497,131.047,31.57,71,18,5.61,AU,1715480469
416,road town,18.4167,-64.6167,28.02,78,20,1.03,VG,1715480469
417,macas,-2.3167,-78.1167,19.82,97,93,1.48,EC,1715480469
418,liberia,6.5,-9.5,24.25,97,100,0.87,LR,1715480469
419,korostyshiv,50.3172,29.0563,3.56,82,17,1.35,UA,1715480470
420,nikolayevsk-on-amure,53.1406,140.73,4.56,65,100,5.36,RU,1715480470
421,daru,-9.0763,143.2092,27.62,80,100,6.61,PG,1715480470
422,shingu,33.7333,135.9833,19.4,83,100,2.68,JP,1715480470
423,kadinhani,38.2397,32.2114,7.35,92,15,1.18,TR,1715480470
424,ancud,-41.8697,-73.8203,6.8,80,97,2.29,CL,1715480471
425,i-n-salah,27.1935,2.4607,24.53,17,31,5.07,DZ,1715480471
426,pauls valley,34.7401,-97.2223,21.17,73,75,0.0,US,1715480471
427,tommot,58.9564,126.2925,6.51,59,95,0.22,RU,1715480471
428,thinadhoo,0.5333,72.9333,28.87,79,34,4.96,MV,1715480472
429,katabu,-4.9333,122.5167,30.81,62,63,2.14,ID,1715480472
430,kaitong,44.8135,123.15,15.08,35,3,3.23,CN,1715480472
431,monrovia,6.3005,-10.7969,26.87,87,100,3.31,LR,1715480472
432,formosa do rio preto,-11.0483,-45.1931,21.45,53,3,1.4,BR,1715480472
433,riyadh,24.6877,46.7219,29.08,23,63,3.78,SA,1715480473
434,constantia,44.1833,28.65,14.38,77,13,4.52,RO,1715480473
435,eydhafushi,5.1033,73.0708,29.43,74,70,4.8,MV,1715480473
436,puerto penasco,31.3167,-113.5333,24.93,52,0,5.23,MX,1715480473
437,dompu,-8.5356,118.4622,29.52,71,83,2.53,ID,1715480473
438,realico,-35.0366,-64.2447,7.05,80,1,3.3,AR,1715480474
439,eastham,41.8301,-69.9739,8.3,86,75,2.57,US,1715480474
440,salahonda,2.1019,-78.7217,27.29,84,82,3.56,CO,1715480474
441,pangoa,-12.1167,-73.0,22.39,96,90,1.07,PE,1715480474
442,chokwe,-24.5333,32.9833,19.31,98,22,2.36,MZ,1715480474
443,quibdo,5.6947,-76.6611,24.62,97,100,0.37,CO,1715480475
444,ginir,7.1333,40.7,14.25,87,22,1.8,ET,1715480475
445,gaspe,48.8334,-64.4819,4.95,87,0,1.03,CA,1715480475
446,hasaki,35.7333,140.8333,22.38,73,100,11.86,JP,1715480475
447,okha,53.5739,142.9478,0.14,85,100,1.34,RU,1715480475
448,abancay,-13.6339,-72.8814,15.21,85,26,0.81,PE,1715480476
449,kiffa,16.6166,-11.4045,33.18,15,22,5.91,MR,1715480476
450,cruzeiro do sul,-29.5128,-51.9853,18.62,96,100,0.5,BR,1715480476
451,nuku'alofa,-21.1333,-175.2,26.19,65,40,5.14,TO,1715480476
452,urengoy,65.9667,78.3667,0.47,94,94,5.15,RU,1715480476
453,raduzhny,62.0961,77.475,3.99,80,100,4.72,RU,1715480477
454,saipan,15.1355,145.701,31.39,66,40,6.69,MP,1715480477
455,tsiombe,-25.3,45.4833,18.84,91,0,0.62,MG,1715480477
456,greenville,35.6127,-77.3663,17.09,75,100,3.09,US,1715480477
457,kertih,4.5141,103.4483,31.01,74,40,0.0,MY,1715480478
458,port-cartier,50.0334,-66.8654,6.53,86,7,2.76,CA,1715480478
459,labrador city,52.9463,-66.9114,5.66,49,40,0.0,CA,1715480478
460,altamira,-3.2033,-52.2064,23.61,98,91,0.51,BR,1715480478
461,ayr,55.4627,-4.6339,16.29,82,20,6.17,GB,1715480478
462,hammerfest,70.6634,23.6821,4.25,81,100,2.57,NO,1715480479
463,barah,13.7,30.3667,28.95,11,24,2.47,SD,1715480479
464,mogadishu,2.0371,45.3438,26.96,88,40,5.97,SO,1715480479
465,dongcun,36.7767,121.1597,21.21,31,14,2.95,CN,1715480479
466,bafoulabe,13.8065,-10.8321,34.84,17,92,1.07,ML,1715480480
467,weno,7.4515,151.8468,30.97,79,75,4.12,FM,1715480480
468,paris,48.8534,2.3488,16.88,74,0,1.54,FR,1715480055
469,peruibe,-24.32,-46.9983,23.09,68,3,2.04,BR,1715480480
470,ouadda,8.0777,22.4007,26.24,50,99,1.73,CF,1715480480
471,mezapa,15.5833,-87.65,29.96,89,49,0.97,HN,1715480480
472,sao jose da coroa grande,-8.8978,-35.1478,26.2,80,100,1.63,BR,1715480481
473,termas de rio hondo,-27.4998,-64.8604,14.06,65,93,2.03,AR,1715480481
474,behshahr,36.6923,53.5526,15.97,32,11,3.45,IR,1715480481
475,igarka,67.4667,86.5833,-0.55,99,100,5.81,RU,1715480481
476,horta,38.5333,-28.6333,17.79,95,24,4.02,PT,1715480482
477,manitowoc,44.0667,-87.8001,11.98,85,0,2.57,US,1715480482
478,kazanskoye,55.6448,69.235,9.79,51,100,6.8,RU,1715480482
479,remire-montjoly,4.9167,-52.2667,25.02,100,0,1.03,GF,1715480482
480,greenwood,34.1668,-82.1165,18.12,66,0,3.6,US,1715480482
481,solikamsk,59.6196,56.7729,-0.15,97,100,2.54,RU,1715480483
482,nanping,26.645,118.1736,21.77,97,100,0.24,CN,1715480483
483,dehri,24.8667,84.1833,33.03,39,0,1.68,IN,1715480483
484,lake city,30.1897,-82.6393,22.14,72,0,2.06,US,1715480483
485,bereket,39.2446,55.5154,23.04,31,3,4.64,TM,1715480483
486,sokoni,-6.4333,39.55,26.0,81,73,5.76,TZ,1715480484
487,wanning,18.8003,110.3967,31.23,63,51,3.73,CN,1715480484
488,vama,47.5667,25.6833,8.43,93,100,0.89,RO,1715480484
489,mount carmel,38.4109,-87.7614,18.05,71,2,3.57,US,1715480484
490,treasure island,27.7692,-82.769,27.0,69,0,3.09,US,1715480485
491,tosontsengel,48.7567,98.2839,18.46,23,5,1.85,MN,1715480485
492,alice springs,-23.7,133.8833,18.75,39,6,5.66,AU,1715480485
493,anna regina,7.2644,-58.5077,26.24,87,54,4.48,GY,1715480485
494,pangkalanbuun,-2.6833,111.6167,29.75,73,97,1.24,ID,1715480486
495,zouerate,22.7187,-12.4521,25.67,31,3,5.93,MR,1715480486
496,tazacorte,28.629,-17.9293,19.54,73,75,6.69,ES,1715480486
497,tuncurry,-32.1667,152.5,21.3,80,56,1.34,AU,1715480486
498,serowe,-22.3833,26.7167,15.53,20,0,2.1,BW,1715480486
499,wang nam yen,13.5033,102.1812,30.6,66,88,0.82,TH,1715480487
500,yokadouma,3.5167,15.05,21.38,95,88,1.0,CM,1715480487
501,santana,-0.0583,-51.1817,23.15,97,100,1.87,BR,1715480487
502,mineiros,-17.5694,-52.5511,17.97,58,0,1.43,BR,1715480487
503,prieska,-29.6641,22.7474,13.16,35,0,1.55,ZA,1715480487
504,praia da vitoria,38.7333,-27.0667,17.64,94,20,1.66,PT,1715480488
505,bubaque,11.2833,-15.8333,26.54,75,11,5.27,GW,1715480488
506,shillington,40.3079,-75.9655,11.9,83,100,3.6,US,1715480488
507,revda,56.801,59.9303,7.27,80,100,7.78,RU,1715480488
508,crane,31.3974,-102.3501,17.6,85,51,8.24,US,1715480488
509,al khawr,25.7667,51.3167,25.75,41,27,2.5,QA,1715480489
510,lobujya,27.95,86.8167,-4.44,69,97,0.51,NP,1715480489
511,malango,-2.9627,119.9001,27.91,59,86,1.68,ID,1715480489
512,boyolangu,-8.1181,111.8935,27.21,81,81,1.96,ID,1715480489
513,kerikeri,-35.2268,173.9474,16.5,50,32,2.15,NZ,1715480489
514,wongsorejo,-7.9908,114.4009,29.54,67,85,3.12,ID,1715480490
515,cullompton,50.8553,-3.3927,13.29,90,100,0.74,GB,1715480490
516,orting,47.0979,-122.2043,29.19,34,0,0.0,US,1715480225
517,wotje,9.4543,170.2367,27.73,81,33,6.39,MH,1715480490
518,soanierana ivongo,-16.9167,49.5833,23.55,87,100,3.06,MG,1715480490
519,novodvinsk,64.4165,40.8122,-1.14,92,100,2.89,RU,1715480491
520,aurad,18.25,77.4333,31.4,42,94,1.39,IN,1715480491
521,nicoya,10.1483,-85.452,26.62,87,100,1.64,CR,1715480491
522,forest grove,45.5198,-123.1107,28.66,43,0,4.63,US,1715480489
523,kone,-21.0595,164.8658,27.3,49,68,3.05,NC,1715480491
524,flying fish cove,-10.4217,105.6791,27.82,83,75,4.63,CX,1715480492
525,pilkhua,28.7167,77.65,30.78,34,87,1.06,IN,1715480492
526,nipomo,35.0428,-120.476,19.06,83,75,3.09,US,1715480475
527,clearwater,27.9659,-82.8001,26.95,71,0,7.15,US,1715480492
528,spanish springs,39.6491,-119.7074,24.9,19,0,4.63,US,1715480492
529,kirakira,-10.4544,161.9205,29.23,65,47,5.57,SB,1715480493
530,sao gabriel da cachoeira,-0.1303,-67.0892,23.91,97,94,0.82,BR,1715480493
531,riberalta,-10.9833,-66.1,23.98,69,21,1.24,BO,1715480493
532,fuli,46.7217,131.1394,9.35,78,100,7.24,CN,1715480493
533,harper,4.375,-7.7169,27.46,86,100,3.31,LR,1715480493
534,walvis bay,-22.9575,14.5053,14.53,82,7,0.51,NA,1715480494
535,paramonga,-10.6667,-77.8333,18.43,90,88,3.0,PE,1715480494
536,zalesovo,53.9939,84.7431,12.28,48,7,2.3,RU,1715480494
537,myitkyina,25.3833,97.4,29.0,49,0,1.01,MM,1715480494
538,ocean city,39.2776,-74.5746,10.55,74,81,3.13,US,1715480494
539,conduaga,8.862,117.4893,32.9,55,90,2.18,PH,1715480495
540,geraldton,-28.7667,114.6,26.23,27,100,4.63,AU,1715480495
541,valle de la pascua,9.2155,-66.0073,28.61,63,98,1.52,VE,1715480495
542,moa,20.6569,-74.9403,26.17,90,30,2.09,CU,1715480495
543,soio,-6.1349,12.3689,26.28,92,34,1.82,AO,1715480495
544,serhetabat,35.2799,62.3438,15.42,62,1,1.0,TM,1715480496
545,aracuai,-16.8497,-42.0703,25.77,64,99,1.35,BR,1715480496
546,sovetskaya gavan',48.9723,140.2878,3.39,98,100,3.67,RU,1715480496
547,glace bay,46.1969,-59.957,3.87,90,100,5.66,CA,1715480496
548,guichon,-32.35,-57.2,12.93,94,100,4.44,UY,1715480497
549,nao me toque,-28.4592,-52.8208,18.98,99,100,0.96,BR,1715480497
550,sovetsk,55.0839,21.8785,2.02,76,14,1.8,RU,1715480497
551,ghadamis,30.1337,9.5007,20.6,34,87,4.98,LY,1715480497
552,mwinilunga,-11.7358,24.4293,14.34,63,18,0.79,ZM,1715480497
553,ubajara,-3.8544,-40.9211,19.85,92,34,1.32,BR,1715480498
554,durres,41.3231,19.4414,13.1,78,14,2.94,AL,1715480498
555,tadine,-21.55,167.8833,24.29,60,84,7.81,NC,1715480498
556,nemuro,43.3236,145.575,9.38,95,100,9.07,JP,1715480498
557,saint-philippe,-21.3585,55.7679,21.77,82,67,5.65,RE,1715480498
558,nagqu,31.5,92.0,2.4,15,28,4.8,CN,1715480499
559,kayangel,8.0823,134.7173,28.75,79,0,7.13,PW,1715480499
560,guerrero negro,27.9769,-114.0611,16.22,78,0,8.68,MX,1715480499
561,port saint john's,-31.6229,29.5448,18.76,69,100,4.1,ZA,1715480499
562,arteche,12.2645,125.4048,30.3,71,57,3.91,PH,1715480499
563,lata,40.1629,-8.3327,13.84,92,100,1.2,PT,1715480500
564,kenora,49.8167,-94.4337,18.54,48,75,5.14,CA,1715480500
565,barcelos,41.5388,-8.6151,14.91,94,100,1.36,PT,1715480500
566,slyudyanka,51.6594,103.7061,17.8,46,100,0.11,RU,1715480500
567,miyaly,48.8844,53.7836,13.39,59,92,3.74,KZ,1715480501
568,la sarre,48.8002,-79.1996,8.85,79,100,2.5,CA,1715480501
569,turpan,42.9333,89.1667,33.73,8,0,1.54,CN,1715480501
570,santa terezinha,-29.9002,-50.0904,20.03,95,100,0.67,BR,1715480501
571,mossel bay,-34.1831,22.146,9.96,82,3,2.13,ZA,1715480502
572,aasiaat,68.7098,-52.8699,-2.28,88,100,4.61,GL,1715480502
573,dalbandin,28.8947,64.4101,23.5,16,0,2.07,PK,1715480502
574,bosobolo,4.1833,19.9,25.72,62,100,1.55,CD,1715480503
575,kahuta,33.5913,73.3868,24.36,57,0,3.33,PK,1715480503
576,magadan,59.5667,150.8,0.29,87,100,2.09,RU,1715480503
577,harnai,30.1005,67.9374,24.51,15,0,2.76,PK,1715480503
578,timbuktu,16.7735,-3.0074,32.01,10,10,2.79,ML,1715480503
579,margny-les-compiegne,49.4256,2.8181,16.47,83,100,1.65,FR,1715480504
580,maitum,6.0392,124.4986,30.44,69,30,2.74,PH,1715480504
581,essaouira,31.5125,-9.77,18.72,72,28,4.12,MA,1715480504
582,najran,17.4924,44.1277,23.36,28,7,0.64,SA,1715480504
583,camocim,-2.9022,-40.8411,25.52,88,100,3.89,BR,1715480504
584,minas de marcona,-15.2119,-75.1103,13.42,88,83,5.48,PE,1715480505
585,mariental,-24.6333,17.9667,21.41,26,20,3.17,NA,1715480505
586,orkney,-26.9802,26.6727,15.28,37,2,0.26,ZA,1715480505
587,ust'-barguzin,53.45,108.9833,11.77,42,98,0.8,RU,1715480505
